sheet_type,site,year,entity,parameter,value,year_condition,timestep
Process,EU27,2024,Nuclear Plant_2040,startup-cost,0.0,2024-2050,
Process,EU27,2024,Hydro (run-of-river)_2040,startup-cost,0.0,2024-2050,
Process,EU27,2024,Hydro (reservoir)_2040,startup-cost,0.0,2024-2050,
Process,EU27,2024,Biomass Plant_2040,startup-cost,0.0,2024-2050,
Process,EU27,2024,Coal Plant_2040,wacc,0.073,2024-2050,
Process,EU27,2024,Lignite Plant_2040,wacc,0.073,2024-2050,
Process,EU27,2024,Gas Plant (CCGT)_2040,wacc,0.073,2024-2050,
Process,EU27,2024,Other non-res_2040,wacc,0.071,2024-2050,
Process,EU27,2024,Oil Plant_2040,wacc,0.071,2024-2050,
Process,EU27,2024,Coal Plant CCUS_2040,wacc,0.071,2024-2050,
Process,EU27,2024,Lignite Plant CCUS_2040,wacc,0.071,2024-2050,
Process,EU27,2024,Gas Plant (CCGT) CCUS_2040,wacc,0.071,2024-2050,
Process,EU27,2024,Nuclear Plant_2040,wacc,0.073,2024-2050,
Process,EU27,2024,Hydro (run-of-river)_2040,wacc,0.073,2024-2050,
Process,EU27,2024,Hydro (reservoir)_2040,wacc,0.073,2024-2050,
Process,EU27,2024,Biomass Plant_2040,wacc,0.073,2024-2050,
Process,EU27,2024,Coal Plant_2040,depreciation,40.0,2024-2050,
Process,EU27,2024,Lignite Plant_2040,depreciation,40.0,2024-2050,
Process,EU27,2024,Gas Plant (CCGT)_2040,depreciation,25.0,2024-2050,
Process,EU27,2024,Other non-res_2040,depreciation,25.0,2024-2050,
Process,EU27,2024,Oil Plant_2040,depreciation,25.0,2024-2050,
Process,EU27,2024,Coal Plant CCUS_2040,depreciation,40.0,2024-2050,
Process,EU27,2024,Lignite Plant CCUS_2040,depreciation,40.0,2024-2050,
Process,EU27,2024,Gas Plant (CCGT) CCUS_2040,depreciation,25.0,2024-2050,
Process,EU27,2024,Nuclear Plant_2040,depreciation,60.0,2024-2050,
Process,EU27,2024,Hydro (run-of-river)_2040,depreciation,60.0,2024-2050,
Process,EU27,2024,Hydro (reservoir)_2040,depreciation,50.0,2024-2050,
Process,EU27,2024,Biomass Plant_2040,depreciation,25.0,2024-2050,
Process,EU27,2024,Coal Plant_2040,area-per-cap,0.0,2024-2050,
Process,EU27,2024,Lignite Plant_2040,area-per-cap,0.0,2024-2050,
Process,EU27,2024,Gas Plant (CCGT)_2040,area-per-cap,0.0,2024-2050,
Process,EU27,2024,Other non-res_2040,area-per-cap,0.0,2024-2050,
Process,EU27,2024,Oil Plant_2040,area-per-cap,0.0,2024-2050,
Process,EU27,2024,Coal Plant CCUS_2040,area-per-cap,0.0,2024-2050,
Process,EU27,2024,Lignite Plant CCUS_2040,area-per-cap,0.0,2024-2050,
Process,EU27,2024,Gas Plant (CCGT) CCUS_2040,area-per-cap,0.0,2024-2050,
Process,EU27,2024,Nuclear Plant_2040,area-per-cap,0.0,2024-2050,
Process,EU27,2024,Hydro (run-of-river)_2040,area-per-cap,0.0,2024-2050,
Process,EU27,2024,Hydro (reservoir)_2040,area-per-cap,0.0,2024-2050,
Process,EU27,2024,Biomass Plant_2040,area-per-cap,0.0,2024-2050,
Process-Commodity,Global,2024,Lignite Plant_2040,Lignite_In,1.0,2024-2050,
Process-Commodity,Global,2024,Lignite Plant_2040,Elec_Out,0.43,2024-2050,
Process-Commodity,Global,2024,Lignite Plant_2040,CO2_Out,0.363,2024-2050,
Process-Commodity,Global,2024,Gas Plant (CCGT)_2040,Gas_In,1.0,2024-2050,
Process-Commodity,Global,2024,Gas Plant (CCGT)_2040,Elec_Out,0.62,2024-2050,
Process-Commodity,Global,2024,Gas Plant (CCGT)_2040,CO2_Out,0.125,2024-2050,
Process-Commodity,Global,2024,Biomass Plant_2040,Biomass_In,1.0,2024-2050,
Process-Commodity,Global,2024,Biomass Plant_2040,Elec_Out,0.35,2024-2050,
Process-Commodity,Global,2024,Biomass Plant_2040,CO2_Out,0.0,2024-2050,
Process-Commodity,Global,2024,Nuclear Plant_2040,Nuclear Fuel_In,1.0,2024-2050,
Process-Commodity,Global,2024,Nuclear Plant_2040,Elec_Out,0.38,2024-2050,
Process-Commodity,Global,2024,Coal Plant_2040,Coal_In,1.0,2024-2050,
Process-Commodity,Global,2024,Coal Plant_2040,Elec_Out,0.47,2024-2050,
Process-Commodity,Global,2024,Coal Plant_2040,CO2_Out,0.3418,2024-2050,
Process-Commodity,Global,2024,Hydro (run-of-river)_2040,Hydro_In,1.0,2024-2050,
Process-Commodity,Global,2024,Hydro (run-of-river)_2040,Elec_Out,1.0,2024-2050,
Process-Commodity,Global,2024,Hydro (reservoir)_2040,Hydro_In,1.0,2024-2050,
Process-Commodity,Global,2024,Hydro (reservoir)_2040,Elec_Out,1.0,2024-2050,
Process-Commodity,Global,2024,Coal Plant CCUS_2040,Coal_In,1.0,2024-2050,
Process-Commodity,Global,2024,Coal Plant CCUS_2040,Elec_Out,0.34,2024-2050,
Process-Commodity,Global,2024,Coal Plant CCUS_2040,CO2_Out,0.0363,2024-2050,
Process-Commodity,Global,2024,Lignite Plant CCUS_2040,Coal_In,1.0,2024-2050,
Process-Commodity,Global,2024,Lignite Plant CCUS_2040,Elec_Out,0.49,2024-2050,
Process-Commodity,Global,2024,Lignite Plant CCUS_2040,CO2_Out,0.0125,2024-2050,
Process-Commodity,Global,2024,Gas Plant (CCGT) CCUS_2040,Gas_In,1.0,2024-2050,
Process-Commodity,Global,2024,Gas Plant (CCGT) CCUS_2040,Elec_Out,0.62,2024-2050,
Process-Commodity,Global,2024,Gas Plant (CCGT) CCUS_2040,CO2_Out,0.125,2024-2050,
Process-Commodity,Global,2024,Other non-res_2040,Slack_In,1.0,2024-2050,
Process-Commodity,Global,2024,Other non-res_2040,Elec_Out,0.4,2024-2050,
Process-Commodity,Global,2024,Other non-res_2040,CO2_Out,0.267,2024-2050,
Process-Commodity,Global,2024,Oil Plant_2040,Oil_In,1.0,2024-2050,
Process-Commodity,Global,2024,Oil Plant_2040,Elec_Out,0.4,2024-2050,
Process-Commodity,Global,2024,Oil Plant_2040,CO2_Out,0.267,2024-2050,
Site,Global,2040,EU27,area,280000000,2040,
Global,Global,2040,Support timeframe,value,2040,2040,
Global,Global,2040,CO2 limit,value,15000000,2040,
Global,Global,2040,Support timeframe,description,Modelled year for intertemporal planning,2040,
Global,Global,2040,CO2 limit,description,Limits the sum of all created (as calculated by commodity_balance) CO2 in all sites; Only relevant if not minimized,2040,
Demand,EU27,2040,Elec,fix,0,2040,0
Demand,EU27,2040,Elec,fix,451750000,2040,1
Demand,EU27,2040,Elec,fix,451750000,2040,2
Demand,EU27,2040,Elec,fix,451750000,2040,3
Demand,EU27,2040,Elec,fix,451750000,2040,4
Demand,EU27,2040,Elec,fix,451750000,2040,5
Demand,EU27,2040,Elec,fix,451750000,2040,6
Demand,EU27,2040,Elec,fix,451750000,2040,7
Demand,EU27,2040,Elec,fix,451750000,2040,8
Demand,EU27,2040,Elec,fix,451750000,2040,9
Demand,EU27,2040,Elec,fix,451750000,2040,10
Demand,EU27,2040,Elec,fix,451750000,2040,11
Demand,EU27,2040,Elec,fix,451750000,2040,12
SupIm,EU27,2040,Hydro,sup-im,0.0,2040,0
SupIm,EU27,2040,Hydro,sup-im,0.207,2040,1
SupIm,EU27,2040,Hydro,sup-im,0.207,2040,2
SupIm,EU27,2040,Hydro,sup-im,0.207,2040,3
SupIm,EU27,2040,Hydro,sup-im,0.207,2040,4
SupIm,EU27,2040,Hydro,sup-im,0.207,2040,5
SupIm,EU27,2040,Hydro,sup-im,0.207,2040,6
SupIm,EU27,2040,Hydro,sup-im,0.207,2040,7
SupIm,EU27,2040,Hydro,sup-im,0.207,2040,8
SupIm,EU27,2040,Hydro,sup-im,0.207,2040,9
SupIm,EU27,2040,Hydro,sup-im,0.207,2040,10
SupIm,EU27,2040,Hydro,sup-im,0.207,2040,11
SupIm,EU27,2040,Hydro,sup-im,0.207,2040,12
Commodity,EU27,2040,Hydro,Type,SupIm,2040,
Commodity,EU27,2040,Elec,Type,Demand,2040,
Commodity,EU27,2040,Lignite,Type,Stock,2040,
Commodity,EU27,2040,Gas,Type,Stock,2040,
Commodity,EU27,2040,CO2,Type,Env,2040,
Commodity,EU27,2040,Biomass,Type,Stock,2040,
Commodity,EU27,2040,Nuclear Fuel,Type,Stock,2040,
Commodity,EU27,2040,Coal,Type,Stock,2040,
Commodity,EU27,2040,Oil,Type,Stock,2040,
Commodity,EU27,2040,Slack,Type,Stock,2040,
Commodity,EU27,2040,Hydro,price,0,2040,
Commodity,EU27,2040,Elec,price,0,2040,
Commodity,EU27,2040,Lignite,price,8.64,2040,
Commodity,EU27,2040,Gas,price,20.52,2040,
Commodity,EU27,2040,CO2,price,147.0,2040,
Commodity,EU27,2040,Biomass,price,64.8,2040,
Commodity,EU27,2040,Nuclear Fuel,price,6.12,2040,
Commodity,EU27,2040,Coal,price,6.48,2040,
Commodity,EU27,2040,Oil,price,32.04,2040,
Commodity,EU27,2040,Slack,price,32.04,2040,
Commodity,EU27,2040,Hydro,max,0,2040,
Commodity,EU27,2040,Elec,max,0,2040,
Commodity,EU27,2040,Lignite,max,inf,2040,
Commodity,EU27,2040,Gas,max,inf,2040,
Commodity,EU27,2040,CO2,max,inf,2040,
Commodity,EU27,2040,Biomass,max,inf,2040,
Commodity,EU27,2040,Nuclear Fuel,max,inf,2040,
Commodity,EU27,2040,Coal,max,inf,2040,
Commodity,EU27,2040,Oil,max,inf,2040,
Commodity,EU27,2040,Slack,max,inf,2040,
Commodity,EU27,2040,Hydro,maxperhour,0,2040,
Commodity,EU27,2040,Elec,maxperhour,0,2040,
Commodity,EU27,2040,Lignite,maxperhour,inf,2040,
Commodity,EU27,2040,Gas,maxperhour,inf,2040,
Commodity,EU27,2040,CO2,maxperhour,inf,2040,
Commodity,EU27,2040,Biomass,maxperhour,inf,2040,
Commodity,EU27,2040,Nuclear Fuel,maxperhour,inf,2040,
Commodity,EU27,2040,Coal,maxperhour,inf,2040,
Commodity,EU27,2040,Oil,maxperhour,inf,2040,
Commodity,EU27,2040,Slack,maxperhour,inf,2040,
Demand,EU27,2041,Elec,fix,0,2041,0
Demand,EU27,2041,Elec,fix,463166667,2041,1
Demand,EU27,2041,Elec,fix,463166667,2041,2
Demand,EU27,2041,Elec,fix,463166667,2041,3
Demand,EU27,2041,Elec,fix,463166667,2041,4
Demand,EU27,2041,Elec,fix,463166667,2041,5
Demand,EU27,2041,Elec,fix,463166667,2041,6
Demand,EU27,2041,Elec,fix,463166667,2041,7
Demand,EU27,2041,Elec,fix,463166667,2041,8
Demand,EU27,2041,Elec,fix,463166667,2041,9
Demand,EU27,2041,Elec,fix,463166667,2041,10
Demand,EU27,2041,Elec,fix,463166667,2041,11
Demand,EU27,2041,Elec,fix,463166667,2041,12
SupIm,EU27,2041,Hydro,sup-im,0.0,2041,0
SupIm,EU27,2041,Hydro,sup-im,0.207,2041,1
SupIm,EU27,2041,Hydro,sup-im,0.207,2041,2
SupIm,EU27,2041,Hydro,sup-im,0.207,2041,3
SupIm,EU27,2041,Hydro,sup-im,0.207,2041,4
SupIm,EU27,2041,Hydro,sup-im,0.207,2041,5
SupIm,EU27,2041,Hydro,sup-im,0.207,2041,6
SupIm,EU27,2041,Hydro,sup-im,0.207,2041,7
SupIm,EU27,2041,Hydro,sup-im,0.207,2041,8
SupIm,EU27,2041,Hydro,sup-im,0.207,2041,9
SupIm,EU27,2041,Hydro,sup-im,0.207,2041,10
SupIm,EU27,2041,Hydro,sup-im,0.207,2041,11
SupIm,EU27,2041,Hydro,sup-im,0.207,2041,12
Commodity,EU27,2041,Hydro,Type,SupIm,2041,
Commodity,EU27,2041,Elec,Type,Demand,2041,
Commodity,EU27,2041,Lignite,Type,Stock,2041,
Commodity,EU27,2041,Gas,Type,Stock,2041,
Commodity,EU27,2041,CO2,Type,Env,2041,
Commodity,EU27,2041,Biomass,Type,Stock,2041,
Commodity,EU27,2041,Nuclear Fuel,Type,Stock,2041,
Commodity,EU27,2041,Coal,Type,Stock,2041,
Commodity,EU27,2041,Oil,Type,Stock,2041,
Commodity,EU27,2041,Slack,Type,Stock,2041,
Commodity,EU27,2041,Hydro,price,0,2041,
Commodity,EU27,2041,Elec,price,0,2041,
Commodity,EU27,2041,Lignite,price,8.64,2041,
Commodity,EU27,2041,Gas,price,20.52,2041,
Commodity,EU27,2041,CO2,price,147.0,2041,
Commodity,EU27,2041,Biomass,price,64.8,2041,
Commodity,EU27,2041,Nuclear Fuel,price,6.12,2041,
Commodity,EU27,2041,Coal,price,6.48,2041,
Commodity,EU27,2041,Oil,price,32.04,2041,
Commodity,EU27,2041,Slack,price,32.04,2041,
Commodity,EU27,2041,Hydro,max,0,2041,
Commodity,EU27,2041,Elec,max,0,2041,
Commodity,EU27,2041,Lignite,max,inf,2041,
Commodity,EU27,2041,Gas,max,inf,2041,
Commodity,EU27,2041,CO2,max,inf,2041,
Commodity,EU27,2041,Biomass,max,inf,2041,
Commodity,EU27,2041,Nuclear Fuel,max,inf,2041,
Commodity,EU27,2041,Coal,max,inf,2041,
Commodity,EU27,2041,Oil,max,inf,2041,
Commodity,EU27,2041,Slack,max,inf,2041,
Commodity,EU27,2041,Hydro,maxperhour,0,2041,
Commodity,EU27,2041,Elec,maxperhour,0,2041,
Commodity,EU27,2041,Lignite,maxperhour,inf,2041,
Commodity,EU27,2041,Gas,maxperhour,inf,2041,
Commodity,EU27,2041,CO2,maxperhour,inf,2041,
Commodity,EU27,2041,Biomass,maxperhour,inf,2041,
Commodity,EU27,2041,Nuclear Fuel,maxperhour,inf,2041,
Commodity,EU27,2041,Coal,maxperhour,inf,2041,
Commodity,EU27,2041,Oil,maxperhour,inf,2041,
Commodity,EU27,2041,Slack,maxperhour,inf,2041,
Demand,EU27,2042,Elec,fix,0,2042,0
Demand,EU27,2042,Elec,fix,474583333,2042,1
Demand,EU27,2042,Elec,fix,474583333,2042,2
Demand,EU27,2042,Elec,fix,474583333,2042,3
Demand,EU27,2042,Elec,fix,474583333,2042,4
Demand,EU27,2042,Elec,fix,474583333,2042,5
Demand,EU27,2042,Elec,fix,474583333,2042,6
Demand,EU27,2042,Elec,fix,474583333,2042,7
Demand,EU27,2042,Elec,fix,474583333,2042,8
Demand,EU27,2042,Elec,fix,474583333,2042,9
Demand,EU27,2042,Elec,fix,474583333,2042,10
Demand,EU27,2042,Elec,fix,474583333,2042,11
Demand,EU27,2042,Elec,fix,474583333,2042,12
SupIm,EU27,2042,Hydro,sup-im,0.0,2042,0
SupIm,EU27,2042,Hydro,sup-im,0.207,2042,1
SupIm,EU27,2042,Hydro,sup-im,0.207,2042,2
SupIm,EU27,2042,Hydro,sup-im,0.207,2042,3
SupIm,EU27,2042,Hydro,sup-im,0.207,2042,4
SupIm,EU27,2042,Hydro,sup-im,0.207,2042,5
SupIm,EU27,2042,Hydro,sup-im,0.207,2042,6
SupIm,EU27,2042,Hydro,sup-im,0.207,2042,7
SupIm,EU27,2042,Hydro,sup-im,0.207,2042,8
SupIm,EU27,2042,Hydro,sup-im,0.207,2042,9
SupIm,EU27,2042,Hydro,sup-im,0.207,2042,10
SupIm,EU27,2042,Hydro,sup-im,0.207,2042,11
SupIm,EU27,2042,Hydro,sup-im,0.207,2042,12
Commodity,EU27,2042,Hydro,Type,SupIm,2042,
Commodity,EU27,2042,Elec,Type,Demand,2042,
Commodity,EU27,2042,Lignite,Type,Stock,2042,
Commodity,EU27,2042,Gas,Type,Stock,2042,
Commodity,EU27,2042,CO2,Type,Env,2042,
Commodity,EU27,2042,Biomass,Type,Stock,2042,
Commodity,EU27,2042,Nuclear Fuel,Type,Stock,2042,
Commodity,EU27,2042,Coal,Type,Stock,2042,
Commodity,EU27,2042,Oil,Type,Stock,2042,
Commodity,EU27,2042,Slack,Type,Stock,2042,
Commodity,EU27,2042,Hydro,price,0,2042,
Commodity,EU27,2042,Elec,price,0,2042,
Commodity,EU27,2042,Lignite,price,8.64,2042,
Commodity,EU27,2042,Gas,price,20.52,2042,
Commodity,EU27,2042,CO2,price,147.0,2042,
Commodity,EU27,2042,Biomass,price,64.8,2042,
Commodity,EU27,2042,Nuclear Fuel,price,6.12,2042,
Commodity,EU27,2042,Coal,price,6.48,2042,
Commodity,EU27,2042,Oil,price,32.04,2042,
Commodity,EU27,2042,Slack,price,32.04,2042,
Commodity,EU27,2042,Hydro,max,0,2042,
Commodity,EU27,2042,Elec,max,0,2042,
Commodity,EU27,2042,Lignite,max,inf,2042,
Commodity,EU27,2042,Gas,max,inf,2042,
Commodity,EU27,2042,CO2,max,inf,2042,
Commodity,EU27,2042,Biomass,max,inf,2042,
Commodity,EU27,2042,Nuclear Fuel,max,inf,2042,
Commodity,EU27,2042,Coal,max,inf,2042,
Commodity,EU27,2042,Oil,max,inf,2042,
Commodity,EU27,2042,Slack,max,inf,2042,
Commodity,EU27,2042,Hydro,maxperhour,0,2042,
Commodity,EU27,2042,Elec,maxperhour,0,2042,
Commodity,EU27,2042,Lignite,maxperhour,inf,2042,
Commodity,EU27,2042,Gas,maxperhour,inf,2042,
Commodity,EU27,2042,CO2,maxperhour,inf,2042,
Commodity,EU27,2042,Biomass,maxperhour,inf,2042,
Commodity,EU27,2042,Nuclear Fuel,maxperhour,inf,2042,
Commodity,EU27,2042,Coal,maxperhour,inf,2042,
Commodity,EU27,2042,Oil,maxperhour,inf,2042,
Commodity,EU27,2042,Slack,maxperhour,inf,2042,
Demand,EU27,2043,Elec,fix,0,2043,0
Demand,EU27,2043,Elec,fix,486000000,2043,1
Demand,EU27,2043,Elec,fix,486000000,2043,2
Demand,EU27,2043,Elec,fix,486000000,2043,3
Demand,EU27,2043,Elec,fix,486000000,2043,4
Demand,EU27,2043,Elec,fix,486000000,2043,5
Demand,EU27,2043,Elec,fix,486000000,2043,6
Demand,EU27,2043,Elec,fix,486000000,2043,7
Demand,EU27,2043,Elec,fix,486000000,2043,8
Demand,EU27,2043,Elec,fix,486000000,2043,9
Demand,EU27,2043,Elec,fix,486000000,2043,10
Demand,EU27,2043,Elec,fix,486000000,2043,11
Demand,EU27,2043,Elec,fix,486000000,2043,12
SupIm,EU27,2043,Hydro,sup-im,0.0,2043,0
SupIm,EU27,2043,Hydro,sup-im,0.207,2043,1
SupIm,EU27,2043,Hydro,sup-im,0.207,2043,2
SupIm,EU27,2043,Hydro,sup-im,0.207,2043,3
SupIm,EU27,2043,Hydro,sup-im,0.207,2043,4
SupIm,EU27,2043,Hydro,sup-im,0.207,2043,5
SupIm,EU27,2043,Hydro,sup-im,0.207,2043,6
SupIm,EU27,2043,Hydro,sup-im,0.207,2043,7
SupIm,EU27,2043,Hydro,sup-im,0.207,2043,8
SupIm,EU27,2043,Hydro,sup-im,0.207,2043,9
SupIm,EU27,2043,Hydro,sup-im,0.207,2043,10
SupIm,EU27,2043,Hydro,sup-im,0.207,2043,11
SupIm,EU27,2043,Hydro,sup-im,0.207,2043,12
Commodity,EU27,2043,Hydro,Type,SupIm,2043,
Commodity,EU27,2043,Elec,Type,Demand,2043,
Commodity,EU27,2043,Lignite,Type,Stock,2043,
Commodity,EU27,2043,Gas,Type,Stock,2043,
Commodity,EU27,2043,CO2,Type,Env,2043,
Commodity,EU27,2043,Biomass,Type,Stock,2043,
Commodity,EU27,2043,Nuclear Fuel,Type,Stock,2043,
Commodity,EU27,2043,Coal,Type,Stock,2043,
Commodity,EU27,2043,Oil,Type,Stock,2043,
Commodity,EU27,2043,Slack,Type,Stock,2043,
Commodity,EU27,2043,Hydro,price,0,2043,
Commodity,EU27,2043,Elec,price,0,2043,
Commodity,EU27,2043,Lignite,price,8.64,2043,
Commodity,EU27,2043,Gas,price,20.52,2043,
Commodity,EU27,2043,CO2,price,147.0,2043,
Commodity,EU27,2043,Biomass,price,64.8,2043,
Commodity,EU27,2043,Nuclear Fuel,price,6.12,2043,
Commodity,EU27,2043,Coal,price,6.48,2043,
Commodity,EU27,2043,Oil,price,32.04,2043,
Commodity,EU27,2043,Slack,price,32.04,2043,
Commodity,EU27,2043,Hydro,max,0,2043,
Commodity,EU27,2043,Elec,max,0,2043,
Commodity,EU27,2043,Lignite,max,inf,2043,
Commodity,EU27,2043,Gas,max,inf,2043,
Commodity,EU27,2043,CO2,max,inf,2043,
Commodity,EU27,2043,Biomass,max,inf,2043,
Commodity,EU27,2043,Nuclear Fuel,max,inf,2043,
Commodity,EU27,2043,Coal,max,inf,2043,
Commodity,EU27,2043,Oil,max,inf,2043,
Commodity,EU27,2043,Slack,max,inf,2043,
Commodity,EU27,2043,Hydro,maxperhour,0,2043,
Commodity,EU27,2043,Elec,maxperhour,0,2043,
Commodity,EU27,2043,Lignite,maxperhour,inf,2043,
Commodity,EU27,2043,Gas,maxperhour,inf,2043,
Commodity,EU27,2043,CO2,maxperhour,inf,2043,
Commodity,EU27,2043,Biomass,maxperhour,inf,2043,
Commodity,EU27,2043,Nuclear Fuel,maxperhour,inf,2043,
Commodity,EU27,2043,Coal,maxperhour,inf,2043,
Commodity,EU27,2043,Oil,maxperhour,inf,2043,
Commodity,EU27,2043,Slack,maxperhour,inf,2043,
Demand,EU27,2044,Elec,fix,0,2044,0
Demand,EU27,2044,Elec,fix,497416667,2044,1
Demand,EU27,2044,Elec,fix,497416667,2044,2
Demand,EU27,2044,Elec,fix,497416667,2044,3
Demand,EU27,2044,Elec,fix,497416667,2044,4
Demand,EU27,2044,Elec,fix,497416667,2044,5
Demand,EU27,2044,Elec,fix,497416667,2044,6
Demand,EU27,2044,Elec,fix,497416667,2044,7
Demand,EU27,2044,Elec,fix,497416667,2044,8
Demand,EU27,2044,Elec,fix,497416667,2044,9
Demand,EU27,2044,Elec,fix,497416667,2044,10
Demand,EU27,2044,Elec,fix,497416667,2044,11
Demand,EU27,2044,Elec,fix,497416667,2044,12
SupIm,EU27,2044,Hydro,sup-im,0.0,2044,0
SupIm,EU27,2044,Hydro,sup-im,0.207,2044,1
SupIm,EU27,2044,Hydro,sup-im,0.207,2044,2
SupIm,EU27,2044,Hydro,sup-im,0.207,2044,3
SupIm,EU27,2044,Hydro,sup-im,0.207,2044,4
SupIm,EU27,2044,Hydro,sup-im,0.207,2044,5
SupIm,EU27,2044,Hydro,sup-im,0.207,2044,6
SupIm,EU27,2044,Hydro,sup-im,0.207,2044,7
SupIm,EU27,2044,Hydro,sup-im,0.207,2044,8
SupIm,EU27,2044,Hydro,sup-im,0.207,2044,9
SupIm,EU27,2044,Hydro,sup-im,0.207,2044,10
SupIm,EU27,2044,Hydro,sup-im,0.207,2044,11
SupIm,EU27,2044,Hydro,sup-im,0.207,2044,12
Commodity,EU27,2044,Hydro,Type,SupIm,2044,
Commodity,EU27,2044,Elec,Type,Demand,2044,
Commodity,EU27,2044,Lignite,Type,Stock,2044,
Commodity,EU27,2044,Gas,Type,Stock,2044,
Commodity,EU27,2044,CO2,Type,Env,2044,
Commodity,EU27,2044,Biomass,Type,Stock,2044,
Commodity,EU27,2044,Nuclear Fuel,Type,Stock,2044,
Commodity,EU27,2044,Coal,Type,Stock,2044,
Commodity,EU27,2044,Oil,Type,Stock,2044,
Commodity,EU27,2044,Slack,Type,Stock,2044,
Commodity,EU27,2044,Hydro,price,0,2044,
Commodity,EU27,2044,Elec,price,0,2044,
Commodity,EU27,2044,Lignite,price,8.64,2044,
Commodity,EU27,2044,Gas,price,20.52,2044,
Commodity,EU27,2044,CO2,price,147.0,2044,
Commodity,EU27,2044,Biomass,price,64.8,2044,
Commodity,EU27,2044,Nuclear Fuel,price,6.12,2044,
Commodity,EU27,2044,Coal,price,6.48,2044,
Commodity,EU27,2044,Oil,price,32.04,2044,
Commodity,EU27,2044,Slack,price,32.04,2044,
Commodity,EU27,2044,Hydro,max,0,2044,
Commodity,EU27,2044,Elec,max,0,2044,
Commodity,EU27,2044,Lignite,max,inf,2044,
Commodity,EU27,2044,Gas,max,inf,2044,
Commodity,EU27,2044,CO2,max,inf,2044,
Commodity,EU27,2044,Biomass,max,inf,2044,
Commodity,EU27,2044,Nuclear Fuel,max,inf,2044,
Commodity,EU27,2044,Coal,max,inf,2044,
Commodity,EU27,2044,Oil,max,inf,2044,
Commodity,EU27,2044,Slack,max,inf,2044,
Commodity,EU27,2044,Hydro,maxperhour,0,2044,
Commodity,EU27,2044,Elec,maxperhour,0,2044,
Commodity,EU27,2044,Lignite,maxperhour,inf,2044,
Commodity,EU27,2044,Gas,maxperhour,inf,2044,
Commodity,EU27,2044,CO2,maxperhour,inf,2044,
Commodity,EU27,2044,Biomass,maxperhour,inf,2044,
Commodity,EU27,2044,Nuclear Fuel,maxperhour,inf,2044,
Commodity,EU27,2044,Coal,maxperhour,inf,2044,
Commodity,EU27,2044,Oil,maxperhour,inf,2044,
Commodity,EU27,2044,Slack,maxperhour,inf,2044,
Demand,EU27,2045,Elec,fix,0,2045,0
Demand,EU27,2045,Elec,fix,508833333,2045,1
Demand,EU27,2045,Elec,fix,508833333,2045,2
Demand,EU27,2045,Elec,fix,508833333,2045,3
Demand,EU27,2045,Elec,fix,508833333,2045,4
Demand,EU27,2045,Elec,fix,508833333,2045,5
Demand,EU27,2045,Elec,fix,508833333,2045,6
Demand,EU27,2045,Elec,fix,508833333,2045,7
Demand,EU27,2045,Elec,fix,508833333,2045,8
Demand,EU27,2045,Elec,fix,508833333,2045,9
Demand,EU27,2045,Elec,fix,508833333,2045,10
Demand,EU27,2045,Elec,fix,508833333,2045,11
Demand,EU27,2045,Elec,fix,508833333,2045,12
SupIm,EU27,2045,Hydro,sup-im,0.0,2045,0
SupIm,EU27,2045,Hydro,sup-im,0.207,2045,1
SupIm,EU27,2045,Hydro,sup-im,0.207,2045,2
SupIm,EU27,2045,Hydro,sup-im,0.207,2045,3
SupIm,EU27,2045,Hydro,sup-im,0.207,2045,4
SupIm,EU27,2045,Hydro,sup-im,0.207,2045,5
SupIm,EU27,2045,Hydro,sup-im,0.207,2045,6
SupIm,EU27,2045,Hydro,sup-im,0.207,2045,7
SupIm,EU27,2045,Hydro,sup-im,0.207,2045,8
SupIm,EU27,2045,Hydro,sup-im,0.207,2045,9
SupIm,EU27,2045,Hydro,sup-im,0.207,2045,10
SupIm,EU27,2045,Hydro,sup-im,0.207,2045,11
SupIm,EU27,2045,Hydro,sup-im,0.207,2045,12
Commodity,EU27,2045,Hydro,Type,SupIm,2045,
Commodity,EU27,2045,Elec,Type,Demand,2045,
Commodity,EU27,2045,Lignite,Type,Stock,2045,
Commodity,EU27,2045,Gas,Type,Stock,2045,
Commodity,EU27,2045,CO2,Type,Env,2045,
Commodity,EU27,2045,Biomass,Type,Stock,2045,
Commodity,EU27,2045,Nuclear Fuel,Type,Stock,2045,
Commodity,EU27,2045,Coal,Type,Stock,2045,
Commodity,EU27,2045,Oil,Type,Stock,2045,
Commodity,EU27,2045,Slack,Type,Stock,2045,
Commodity,EU27,2045,Hydro,price,0,2045,
Commodity,EU27,2045,Elec,price,0,2045,
Commodity,EU27,2045,Lignite,price,8.64,2045,
Commodity,EU27,2045,Gas,price,20.52,2045,
Commodity,EU27,2045,CO2,price,147.0,2045,
Commodity,EU27,2045,Biomass,price,64.8,2045,
Commodity,EU27,2045,Nuclear Fuel,price,6.12,2045,
Commodity,EU27,2045,Coal,price,6.48,2045,
Commodity,EU27,2045,Oil,price,32.04,2045,
Commodity,EU27,2045,Slack,price,32.04,2045,
Commodity,EU27,2045,Hydro,max,0,2045,
Commodity,EU27,2045,Elec,max,0,2045,
Commodity,EU27,2045,Lignite,max,inf,2045,
Commodity,EU27,2045,Gas,max,inf,2045,
Commodity,EU27,2045,CO2,max,inf,2045,
Commodity,EU27,2045,Biomass,max,inf,2045,
Commodity,EU27,2045,Nuclear Fuel,max,inf,2045,
